id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,pokemon_order,type1,type2,ability1,ability2,ability3,base_happiness,capture_rate,color,evolves_from_species,forms_switchable,generation,growth_rate,habitat,has_gender_differences,hatch_counter,is_baby,is_legendary,is_mythical,species_order,pal_park_encounters,shape,varieties,egg_group1,egg_group2,%_female,%_male
498,tepig,62.0,5,99,45,65,63,45,45,45,tepig,tepig,True,613,fire,,blaze,thick-fat,,70,45,red,,False,5,medium-slow,,False,20.0,False,False,False,499,,quadruped,['tepig'],ground,,12.5,87.5
499,pignite,146.0,10,555,55,90,93,55,70,55,pignite,pignite,True,614,fire,fighting,blaze,thick-fat,,70,45,red,tepig,False,5,medium-slow,,False,20.0,False,False,False,500,,upright,['pignite'],ground,,12.5,87.5
500,emboar,238.0,16,1500,65,110,123,65,100,65,emboar,emboar,True,615,fire,fighting,blaze,reckless,,70,45,red,pignite,False,5,medium-slow,,False,20.0,False,False,False,501,,upright,['emboar'],ground,,12.5,87.5
501,oshawott,62.0,5,59,45,55,55,45,63,45,oshawott,oshawott,True,616,water,,torrent,shell-armor,,70,45,blue,,False,5,medium-slow,,False,20.0,False,False,False,502,,upright,['oshawott'],ground,,12.5,87.5
502,dewott,145.0,8,245,60,75,75,60,83,60,dewott,dewott,True,617,water,,torrent,shell-armor,,70,45,blue,oshawott,False,5,medium-slow,,False,20.0,False,False,False,503,,upright,['dewott'],ground,,12.5,87.5
503,samurott,238.0,15,946,70,95,100,85,108,70,samurott,samurott,True,618,water,,torrent,shell-armor,,70,45,blue,dewott,False,5,medium-slow,,False,20.0,False,False,False,504,,quadruped,"['samurott', 'samurott-hisui']",ground,,12.5,87.5
10236,samurott-hisui,,15,582,85,90,108,80,100,65,samurott-hisui,samurott,False,-1,water,dark,torrent,shell-armor,,70,45,blue,dewott,False,5,medium-slow,,False,20.0,False,False,False,504,,quadruped,"['samurott', 'samurott-hisui']",ground,,12.5,87.5
504,patrat,51.0,5,116,42,45,55,39,35,39,patrat,patrat,True,619,normal,,run-away,keen-eye,analytic,70,255,brown,,False,5,medium,,False,15.0,False,False,False,505,,quadruped,['patrat'],ground,,50.0,50.0
505,watchog,147.0,11,270,77,60,85,69,60,69,watchog,watchog,True,620,normal,,illuminate,keen-eye,analytic,70,255,brown,patrat,False,5,medium,,False,20.0,False,False,False,506,,upright,['watchog'],ground,,50.0,50.0
506,lillipup,55.0,4,41,55,45,60,45,25,45,lillipup,lillipup,True,621,normal,,vital-spirit,pickup,run-away,50,255,brown,,False,5,medium-slow,,False,15.0,False,False,False,507,,quadruped,['lillipup'],ground,,50.0,50.0
507,herdier,130.0,9,147,60,65,80,65,35,65,herdier,herdier,True,622,normal,,intimidate,sand-rush,scrappy,50,120,gray,lillipup,False,5,medium-slow,,False,15.0,False,False,False,508,,quadruped,['herdier'],ground,,50.0,50.0
508,stoutland,250.0,12,610,80,85,110,90,45,90,stoutland,stoutland,True,623,normal,,intimidate,sand-rush,scrappy,50,45,gray,herdier,False,5,medium-slow,,False,15.0,False,False,False,509,,quadruped,['stoutland'],ground,,50.0,50.0
509,purrloin,56.0,4,101,66,41,50,37,50,37,purrloin,purrloin,True,624,dark,,limber,unburden,prankster,50,255,purple,,False,5,medium,,False,20.0,False,False,False,510,,quadruped,['purrloin'],ground,,50.0,50.0
510,liepard,156.0,11,375,106,64,88,50,88,50,liepard,liepard,True,625,dark,,limber,unburden,prankster,50,90,purple,purrloin,False,5,medium,,False,20.0,False,False,False,511,,quadruped,['liepard'],ground,,50.0,50.0
511,pansage,63.0,6,105,64,50,53,48,53,48,pansage,pansage,True,626,grass,,gluttony,overgrow,,70,190,green,,False,5,medium,,False,20.0,False,False,False,512,,upright,['pansage'],ground,,12.5,87.5
512,simisage,174.0,11,305,101,75,98,63,98,63,simisage,simisage,True,627,grass,,gluttony,overgrow,,70,75,green,pansage,False,5,medium,,False,20.0,False,False,False,513,,upright,['simisage'],ground,,12.5,87.5
513,pansear,63.0,6,110,64,50,53,48,53,48,pansear,pansear,True,628,fire,,gluttony,blaze,,70,190,red,,False,5,medium,,False,20.0,False,False,False,514,,upright,['pansear'],ground,,12.5,87.5
514,simisear,174.0,10,280,101,75,98,63,98,63,simisear,simisear,True,629,fire,,gluttony,blaze,,70,75,red,pansear,False,5,medium,,False,20.0,False,False,False,515,,upright,['simisear'],ground,,12.5,87.5
515,panpour,63.0,6,135,64,50,53,48,53,48,panpour,panpour,True,630,water,,gluttony,torrent,,70,190,blue,,False,5,medium,,False,20.0,False,False,False,516,,upright,['panpour'],ground,,12.5,87.5
516,simipour,174.0,10,290,101,75,98,63,98,63,simipour,simipour,True,631,water,,gluttony,torrent,,70,75,blue,panpour,False,5,medium,,False,20.0,False,False,False,517,,upright,['simipour'],ground,,12.5,87.5
517,munna,58.0,6,233,24,76,25,45,67,55,munna,munna,True,632,psychic,,forewarn,synchronize,telepathy,50,190,pink,,False,5,fast,,False,10.0,False,False,False,518,,quadruped,['munna'],ground,,50.0,50.0
518,musharna,170.0,11,605,29,116,55,85,107,95,musharna,musharna,True,633,psychic,,forewarn,synchronize,telepathy,50,75,pink,munna,False,5,fast,,False,10.0,False,False,False,519,,humanoid,['musharna'],ground,,50.0,50.0
519,pidove,53.0,3,21,43,50,55,50,36,30,pidove,pidove,True,634,normal,flying,big-pecks,super-luck,rivalry,50,255,gray,,False,5,medium-slow,,False,15.0,False,False,False,520,,wings,['pidove'],flying,,50.0,50.0
520,tranquill,125.0,6,150,65,62,77,62,50,42,tranquill,tranquill,True,635,normal,flying,big-pecks,super-luck,rivalry,50,120,gray,pidove,False,5,medium-slow,,False,15.0,False,False,False,521,,wings,['tranquill'],flying,,50.0,50.0
521,unfezant,244.0,12,290,93,80,115,80,65,55,unfezant,unfezant,True,636,normal,flying,big-pecks,super-luck,rivalry,50,45,gray,tranquill,False,5,medium-slow,,True,15.0,False,False,False,522,,wings,['unfezant'],flying,,50.0,50.0
522,blitzle,59.0,8,298,76,45,60,32,50,32,blitzle,blitzle,True,637,electric,,lightning-rod,motor-drive,sap-sipper,70,190,black,,False,5,medium,,False,20.0,False,False,False,523,,quadruped,['blitzle'],ground,,50.0,50.0
523,zebstrika,174.0,16,795,116,75,100,63,80,63,zebstrika,zebstrika,True,638,electric,,lightning-rod,motor-drive,sap-sipper,70,75,black,blitzle,False,5,medium,,False,20.0,False,False,False,524,,quadruped,['zebstrika'],ground,,50.0,50.0
524,roggenrola,56.0,4,180,15,55,75,85,25,25,roggenrola,roggenrola,True,639,rock,,sturdy,weak-armor,sand-force,50,255,blue,,False,5,medium-slow,,False,15.0,False,False,False,525,,legs,['roggenrola'],mineral,,50.0,50.0
525,boldore,137.0,9,1020,20,70,105,105,50,40,boldore,boldore,True,640,rock,,sturdy,weak-armor,sand-force,50,120,blue,roggenrola,False,5,medium-slow,,False,15.0,False,False,False,526,,tentacles,['boldore'],mineral,,50.0,50.0
526,gigalith,258.0,17,2600,25,85,135,130,60,80,gigalith,gigalith,True,641,rock,,sturdy,sand-stream,sand-force,50,45,blue,boldore,False,5,medium-slow,,False,15.0,False,False,False,527,,tentacles,['gigalith'],mineral,,50.0,50.0
527,woobat,65.0,4,21,72,65,45,43,55,43,woobat,woobat,True,642,psychic,flying,unaware,klutz,simple,50,190,blue,,False,5,medium,,False,15.0,False,False,False,528,,wings,['woobat'],ground,flying,50.0,50.0
528,swoobat,149.0,9,105,114,67,57,55,77,55,swoobat,swoobat,True,643,psychic,flying,unaware,klutz,simple,50,45,blue,woobat,False,5,medium,,False,15.0,False,False,False,529,,wings,['swoobat'],ground,flying,50.0,50.0
529,drilbur,66.0,3,85,68,60,85,40,30,45,drilbur,drilbur,True,644,ground,,sand-rush,sand-force,mold-breaker,50,120,gray,,False,5,medium,,False,20.0,False,False,False,530,,upright,['drilbur'],ground,,50.0,50.0
530,excadrill,178.0,7,404,88,110,135,60,50,65,excadrill,excadrill,True,645,ground,steel,sand-rush,sand-force,mold-breaker,50,60,gray,drilbur,False,5,medium,,False,20.0,False,False,False,531,,humanoid,['excadrill'],ground,,50.0,50.0
531,audino,390.0,11,310,50,103,60,86,60,86,audino,audino,True,646,normal,,healer,regenerator,klutz,50,255,pink,,True,5,fast,,False,20.0,False,False,False,532,,upright,"['audino', 'audino-mega']",fairy,,50.0,50.0
10069,audino-mega,425.0,15,320,50,103,60,126,80,126,audino-mega,audino,False,647,normal,fairy,healer,,,50,255,pink,,True,5,fast,,False,20.0,False,False,False,532,,upright,"['audino', 'audino-mega']",fairy,,50.0,50.0
532,timburr,61.0,6,125,35,75,80,55,25,35,timburr,timburr,True,648,fighting,,guts,sheer-force,iron-fist,70,180,gray,,False,5,medium-slow,,False,20.0,False,False,False,533,,humanoid,['timburr'],humanshape,,25.0,75.0
533,gurdurr,142.0,12,400,40,85,105,85,40,50,gurdurr,gurdurr,True,649,fighting,,guts,sheer-force,iron-fist,50,90,gray,timburr,False,5,medium-slow,,False,20.0,False,False,False,534,,humanoid,['gurdurr'],humanshape,,25.0,75.0
534,conkeldurr,253.0,14,870,45,105,140,95,55,65,conkeldurr,conkeldurr,True,650,fighting,,guts,sheer-force,iron-fist,50,45,brown,gurdurr,False,5,medium-slow,,False,20.0,False,False,False,535,,humanoid,['conkeldurr'],humanshape,,25.0,75.0
535,tympole,59.0,5,45,64,50,50,40,50,40,tympole,tympole,True,651,water,,swift-swim,hydration,water-absorb,50,255,blue,,False,5,medium-slow,,False,20.0,False,False,False,536,,fish,['tympole'],water1,,50.0,50.0
536,palpitoad,134.0,8,170,69,75,65,55,65,55,palpitoad,palpitoad,True,652,water,ground,swift-swim,hydration,water-absorb,50,120,blue,tympole,False,5,medium-slow,,False,20.0,False,False,False,537,,upright,['palpitoad'],water1,,50.0,50.0
537,seismitoad,255.0,15,620,74,105,95,75,85,75,seismitoad,seismitoad,True,653,water,ground,swift-swim,poison-touch,water-absorb,50,45,blue,palpitoad,False,5,medium-slow,,False,20.0,False,False,False,538,,humanoid,['seismitoad'],water1,,50.0,50.0
538,throh,163.0,13,555,45,120,100,85,30,85,throh,throh,True,654,fighting,,guts,inner-focus,mold-breaker,50,45,red,,False,5,medium,,False,20.0,False,False,False,539,,humanoid,['throh'],humanshape,,0.0,100.0
539,sawk,163.0,14,510,85,75,125,75,30,75,sawk,sawk,True,655,fighting,,sturdy,inner-focus,mold-breaker,50,45,blue,,False,5,medium,,False,20.0,False,False,False,540,,humanoid,['sawk'],humanshape,,0.0,100.0
540,sewaddle,62.0,3,25,42,45,53,70,40,60,sewaddle,sewaddle,True,656,bug,grass,swarm,chlorophyll,overcoat,70,255,yellow,,False,5,medium-slow,,False,15.0,False,False,False,541,,armor,['sewaddle'],bug,,50.0,50.0
541,swadloon,133.0,5,73,42,55,63,90,50,80,swadloon,swadloon,True,657,bug,grass,leaf-guard,chlorophyll,overcoat,70,120,green,sewaddle,False,5,medium-slow,,False,15.0,False,False,False,542,,arms,['swadloon'],bug,,50.0,50.0
542,leavanny,225.0,12,205,92,75,103,80,70,80,leavanny,leavanny,True,658,bug,grass,swarm,chlorophyll,overcoat,70,45,yellow,swadloon,False,5,medium-slow,,False,15.0,False,False,False,543,,humanoid,['leavanny'],bug,,50.0,50.0
543,venipede,52.0,4,53,57,30,45,59,30,39,venipede,venipede,True,659,bug,poison,poison-point,swarm,speed-boost,50,255,red,,False,5,medium-slow,,False,15.0,False,False,False,544,,armor,['venipede'],bug,,50.0,50.0
544,whirlipede,126.0,12,585,47,40,55,99,40,79,whirlipede,whirlipede,True,660,bug,poison,poison-point,swarm,speed-boost,50,120,gray,venipede,False,5,medium-slow,,False,15.0,False,False,False,545,,ball,['whirlipede'],bug,,50.0,50.0
545,scolipede,243.0,25,2005,112,60,100,89,55,69,scolipede,scolipede,True,661,bug,poison,poison-point,swarm,speed-boost,50,45,red,whirlipede,False,5,medium-slow,,False,20.0,False,False,False,546,,armor,['scolipede'],bug,,50.0,50.0
546,cottonee,56.0,3,6,66,40,27,60,37,50,cottonee,cottonee,True,662,grass,fairy,prankster,infiltrator,chlorophyll,50,190,green,,False,5,medium,,False,20.0,False,False,False,547,,ball,['cottonee'],plant,fairy,50.0,50.0
547,whimsicott,168.0,7,66,116,60,67,85,77,75,whimsicott,whimsicott,True,663,grass,fairy,prankster,infiltrator,chlorophyll,50,75,green,cottonee,False,5,medium,,False,20.0,False,False,False,548,,humanoid,['whimsicott'],plant,fairy,50.0,50.0
548,petilil,56.0,5,66,30,45,35,50,70,50,petilil,petilil,True,664,grass,,chlorophyll,own-tempo,leaf-guard,50,190,green,,False,5,medium,,False,20.0,False,False,False,549,,blob,['petilil'],plant,,100.0,0.0
549,lilligant,168.0,11,163,90,70,60,75,110,75,lilligant,lilligant,True,665,grass,,chlorophyll,own-tempo,leaf-guard,50,75,green,petilil,False,5,medium,,False,20.0,False,False,False,550,,blob,"['lilligant', 'lilligant-hisui']",plant,,100.0,0.0
10237,lilligant-hisui,,12,192,105,70,105,75,50,75,lilligant-hisui,lilligant,False,-1,grass,fighting,chlorophyll,hustle,leaf-guard,50,75,green,petilil,False,5,medium,,False,20.0,False,False,False,550,,blob,"['lilligant', 'lilligant-hisui']",plant,,100.0,0.0
550,basculin-red-striped,161.0,10,180,98,70,92,65,80,55,basculin-red-striped,basculin,True,666,water,,reckless,adaptability,mold-breaker,50,25,green,,False,5,medium,,False,40.0,False,False,False,551,,fish,"['basculin-red-striped', 'basculin-blue-striped', 'basculin-white-striped']",water2,,50.0,50.0
10016,basculin-blue-striped,161.0,10,180,98,70,92,65,80,55,basculin-blue-striped,basculin,False,667,water,,rock-head,adaptability,mold-breaker,50,25,green,,False,5,medium,,False,40.0,False,False,False,551,,fish,"['basculin-red-striped', 'basculin-blue-striped', 'basculin-white-striped']",water2,,50.0,50.0
10247,basculin-white-striped,,10,180,98,70,92,65,80,55,basculin-white-striped,basculin,False,-1,water,,rattled,adaptability,mold-breaker,50,25,green,,False,5,medium,,False,40.0,False,False,False,551,,fish,"['basculin-red-striped', 'basculin-blue-striped', 'basculin-white-striped']",water2,,50.0,50.0
551,sandile,58.0,7,152,65,50,72,35,35,35,sandile,sandile,True,668,ground,dark,intimidate,moxie,anger-point,50,180,brown,,False,5,medium-slow,,False,20.0,False,False,False,552,,quadruped,['sandile'],ground,,50.0,50.0
552,krokorok,123.0,10,334,74,60,82,45,45,45,krokorok,krokorok,True,669,ground,dark,intimidate,moxie,anger-point,50,90,brown,sandile,False,5,medium-slow,,False,20.0,False,False,False,553,,quadruped,['krokorok'],ground,,50.0,50.0
553,krookodile,260.0,15,963,92,95,117,80,65,70,krookodile,krookodile,True,670,ground,dark,intimidate,moxie,anger-point,50,45,red,krokorok,False,5,medium-slow,,False,20.0,False,False,False,554,,upright,['krookodile'],ground,,50.0,50.0
554,darumaka,63.0,6,375,50,70,90,45,15,45,darumaka,darumaka,True,671,fire,,hustle,inner-focus,,50,120,red,,False,5,medium-slow,,False,20.0,False,False,False,555,,humanoid,"['darumaka', 'darumaka-galar']",ground,,50.0,50.0
10176,darumaka-galar,63.0,7,400,50,70,90,45,15,45,darumaka-galar,darumaka,False,672,ice,,hustle,inner-focus,,50,120,red,,False,5,medium-slow,,False,20.0,False,False,False,555,,humanoid,"['darumaka', 'darumaka-galar']",ground,,50.0,50.0
555,darmanitan-standard,168.0,13,929,95,105,140,55,30,55,darmanitan-standard,darmanitan,True,673,fire,,sheer-force,zen-mode,,50,60,red,darumaka,True,5,medium-slow,,False,20.0,False,False,False,556,,quadruped,"['darmanitan-standard', 'darmanitan-zen', 'darmanitan-galar-standard', 'darmanitan-galar-zen']",ground,,50.0,50.0
10017,darmanitan-zen,189.0,13,929,55,105,30,105,140,105,darmanitan-zen,darmanitan,False,674,fire,psychic,sheer-force,zen-mode,,50,60,red,darumaka,True,5,medium-slow,,False,20.0,False,False,False,556,,quadruped,"['darmanitan-standard', 'darmanitan-zen', 'darmanitan-galar-standard', 'darmanitan-galar-zen']",ground,,50.0,50.0
10177,darmanitan-galar-standard,168.0,17,1200,95,105,140,55,30,55,darmanitan-galar-standard,darmanitan,False,675,ice,,gorilla-tactics,zen-mode,,50,60,red,darumaka,True,5,medium-slow,,False,20.0,False,False,False,556,,quadruped,"['darmanitan-standard', 'darmanitan-zen', 'darmanitan-galar-standard', 'darmanitan-galar-zen']",ground,,50.0,50.0
10178,darmanitan-galar-zen,189.0,17,1200,135,105,160,55,30,55,darmanitan-galar-zen,darmanitan,False,676,ice,fire,gorilla-tactics,zen-mode,,50,60,red,darumaka,True,5,medium-slow,,False,20.0,False,False,False,556,,quadruped,"['darmanitan-standard', 'darmanitan-zen', 'darmanitan-galar-standard', 'darmanitan-galar-zen']",ground,,50.0,50.0
556,maractus,161.0,10,280,60,75,86,67,106,67,maractus,maractus,True,677,grass,,water-absorb,chlorophyll,storm-drain,50,255,green,,False,5,medium,,False,20.0,False,False,False,557,,blob,['maractus'],plant,,50.0,50.0
557,dwebble,65.0,3,145,55,50,65,85,35,35,dwebble,dwebble,True,678,bug,rock,sturdy,shell-armor,weak-armor,50,190,red,,False,5,medium,,False,20.0,False,False,False,558,,armor,['dwebble'],bug,mineral,50.0,50.0
558,crustle,170.0,14,2000,45,70,105,125,65,75,crustle,crustle,True,679,bug,rock,sturdy,shell-armor,weak-armor,50,75,red,dwebble,False,5,medium,,False,20.0,False,False,False,559,,armor,['crustle'],bug,mineral,50.0,50.0
559,scraggy,70.0,6,118,48,50,75,70,35,70,scraggy,scraggy,True,680,dark,fighting,shed-skin,moxie,intimidate,35,180,yellow,,False,5,medium,,False,15.0,False,False,False,560,,upright,['scraggy'],ground,dragon,50.0,50.0
560,scrafty,171.0,11,300,58,65,90,115,45,115,scrafty,scrafty,True,681,dark,fighting,shed-skin,moxie,intimidate,50,90,red,scraggy,False,5,medium,,False,15.0,False,False,False,561,,upright,['scrafty'],ground,dragon,50.0,50.0
561,sigilyph,172.0,14,140,97,72,58,80,103,80,sigilyph,sigilyph,True,682,psychic,flying,wonder-skin,magic-guard,tinted-lens,50,45,black,,False,5,medium,,False,20.0,False,False,False,562,,wings,['sigilyph'],flying,,50.0,50.0
562,yamask,61.0,5,15,30,38,30,85,55,65,yamask,yamask,True,683,ghost,,mummy,,,50,190,black,,False,5,medium,,False,25.0,False,False,False,563,,arms,"['yamask', 'yamask-galar']",mineral,indeterminate,50.0,50.0
10179,yamask-galar,61.0,5,15,30,38,55,85,30,65,yamask-galar,yamask,False,684,ground,ghost,wandering-spirit,,,50,190,black,,False,5,medium,,False,25.0,False,False,False,563,,arms,"['yamask', 'yamask-galar']",mineral,indeterminate,50.0,50.0
563,cofagrigus,169.0,17,765,30,58,50,145,95,105,cofagrigus,cofagrigus,True,685,ghost,,mummy,,,50,90,yellow,yamask,False,5,medium,,False,25.0,False,False,False,564,,blob,['cofagrigus'],mineral,indeterminate,50.0,50.0
564,tirtouga,71.0,7,165,22,54,78,103,53,45,tirtouga,tirtouga,True,686,water,rock,solid-rock,sturdy,swift-swim,50,45,blue,,False,5,medium,,False,30.0,False,False,False,565,,quadruped,['tirtouga'],water1,water3,12.5,87.5
565,carracosta,173.0,12,810,32,74,108,133,83,65,carracosta,carracosta,True,687,water,rock,solid-rock,sturdy,swift-swim,50,45,blue,tirtouga,False,5,medium,,False,30.0,False,False,False,566,,upright,['carracosta'],water1,water3,12.5,87.5
566,archen,71.0,5,95,70,55,112,45,74,45,archen,archen,True,688,rock,flying,defeatist,,,50,45,yellow,,False,5,medium,,False,30.0,False,False,False,567,,wings,['archen'],flying,water3,12.5,87.5
567,archeops,177.0,14,320,110,75,140,65,112,65,archeops,archeops,True,689,rock,flying,defeatist,,,50,45,yellow,archen,False,5,medium,,False,30.0,False,False,False,568,,wings,['archeops'],flying,water3,12.5,87.5
568,trubbish,66.0,6,310,65,50,50,62,40,62,trubbish,trubbish,True,690,poison,,stench,sticky-hold,aftermath,50,190,green,,False,5,medium,,False,20.0,False,False,False,569,,humanoid,['trubbish'],mineral,,50.0,50.0
569,garbodor,166.0,19,1073,75,80,95,82,60,82,garbodor,garbodor,True,691,poison,,stench,weak-armor,aftermath,50,60,green,trubbish,False,5,medium,,False,20.0,False,False,False,570,,humanoid,"['garbodor', 'garbodor-gmax']",mineral,,50.0,50.0
10207,garbodor-gmax,166.0,210,10000,75,80,95,82,60,82,garbodor-gmax,garbodor,False,-1,poison,,stench,weak-armor,aftermath,50,60,green,trubbish,False,5,medium,,False,20.0,False,False,False,570,,humanoid,"['garbodor', 'garbodor-gmax']",mineral,,50.0,50.0
570,zorua,66.0,7,125,65,40,65,40,80,40,zorua,zorua,True,692,dark,,illusion,,,50,75,gray,,False,5,medium-slow,,False,25.0,False,False,False,571,,quadruped,"['zorua', 'zorua-hisui']",ground,,12.5,87.5
10238,zorua-hisui,,7,125,70,35,60,40,85,40,zorua-hisui,zorua,False,-1,normal,ghost,illusion,,,50,75,gray,,False,5,medium-slow,,False,25.0,False,False,False,571,,quadruped,"['zorua', 'zorua-hisui']",ground,,12.5,87.5
571,zoroark,179.0,16,811,105,60,105,60,120,60,zoroark,zoroark,True,693,dark,,illusion,,,50,45,gray,zorua,False,5,medium-slow,,False,20.0,False,False,False,572,,upright,"['zoroark', 'zoroark-hisui']",ground,,12.5,87.5
10239,zoroark-hisui,,16,730,110,55,100,60,125,60,zoroark-hisui,zoroark,False,-1,normal,ghost,illusion,,,50,45,gray,zorua,False,5,medium-slow,,False,20.0,False,False,False,572,,upright,"['zoroark', 'zoroark-hisui']",ground,,12.5,87.5
572,minccino,60.0,4,58,75,55,50,40,40,40,minccino,minccino,True,694,normal,,cute-charm,technician,skill-link,50,255,gray,,False,5,fast,,False,15.0,False,False,False,573,,quadruped,['minccino'],ground,,75.0,25.0
573,cinccino,165.0,5,75,115,75,95,60,65,60,cinccino,cinccino,True,695,normal,,cute-charm,technician,skill-link,50,60,gray,minccino,False,5,fast,,False,15.0,False,False,False,574,,quadruped,['cinccino'],ground,,75.0,25.0
574,gothita,58.0,4,58,45,45,30,50,55,65,gothita,gothita,True,696,psychic,,frisk,competitive,shadow-tag,50,200,purple,,False,5,medium-slow,,False,20.0,False,False,False,575,,humanoid,['gothita'],humanshape,,75.0,25.0
575,gothorita,137.0,7,180,55,60,45,70,75,85,gothorita,gothorita,True,697,psychic,,frisk,competitive,shadow-tag,50,100,purple,gothita,False,5,medium-slow,,False,20.0,False,False,False,576,,humanoid,['gothorita'],humanshape,,75.0,25.0
576,gothitelle,245.0,15,440,65,70,55,95,95,110,gothitelle,gothitelle,True,698,psychic,,frisk,competitive,shadow-tag,50,50,purple,gothorita,False,5,medium-slow,,False,20.0,False,False,False,577,,humanoid,['gothitelle'],humanshape,,75.0,25.0
577,solosis,58.0,3,10,20,45,30,40,105,50,solosis,solosis,True,699,psychic,,overcoat,magic-guard,regenerator,50,200,green,,False,5,medium-slow,,False,20.0,False,False,False,578,,ball,['solosis'],indeterminate,,50.0,50.0
578,duosion,130.0,6,80,30,65,40,50,125,60,duosion,duosion,True,700,psychic,,overcoat,magic-guard,regenerator,50,100,green,solosis,False,5,medium-slow,,False,20.0,False,False,False,579,,ball,['duosion'],indeterminate,,50.0,50.0
579,reuniclus,245.0,10,201,30,110,65,75,125,85,reuniclus,reuniclus,True,701,psychic,,overcoat,magic-guard,regenerator,50,50,green,duosion,False,5,medium-slow,,False,20.0,False,False,False,580,,arms,['reuniclus'],indeterminate,,50.0,50.0
580,ducklett,61.0,5,55,55,62,44,50,44,50,ducklett,ducklett,True,702,water,flying,keen-eye,big-pecks,hydration,70,190,blue,,False,5,medium,,False,20.0,False,False,False,581,,wings,['ducklett'],water1,flying,50.0,50.0
581,swanna,166.0,13,242,98,75,87,63,87,63,swanna,swanna,True,703,water,flying,keen-eye,big-pecks,hydration,70,45,white,ducklett,False,5,medium,,False,20.0,False,False,False,582,,wings,['swanna'],water1,flying,50.0,50.0
582,vanillite,61.0,4,57,44,36,50,50,65,60,vanillite,vanillite,True,704,ice,,ice-body,snow-cloak,weak-armor,50,255,white,,False,5,slow,,False,20.0,False,False,False,583,,blob,['vanillite'],mineral,,50.0,50.0
583,vanillish,138.0,11,410,59,51,65,65,80,75,vanillish,vanillish,True,705,ice,,ice-body,snow-cloak,weak-armor,50,120,white,vanillite,False,5,slow,,False,20.0,False,False,False,584,,blob,['vanillish'],mineral,,50.0,50.0
584,vanilluxe,268.0,13,575,79,71,95,85,110,95,vanilluxe,vanilluxe,True,706,ice,,ice-body,snow-warning,weak-armor,50,45,white,vanillish,False,5,slow,,False,20.0,False,False,False,585,,heads,['vanilluxe'],mineral,,50.0,50.0
585,deerling,67.0,6,195,75,60,60,50,40,50,deerling-spring,deerling,True,707,normal,grass,chlorophyll,sap-sipper,serene-grace,70,190,pink,,True,5,medium,,False,20.0,False,False,False,586,,quadruped,['deerling'],ground,,50.0,50.0
586,sawsbuck,166.0,19,925,95,80,100,70,60,70,sawsbuck-spring,sawsbuck,True,708,normal,grass,chlorophyll,sap-sipper,serene-grace,70,75,brown,deerling,True,5,medium,,False,20.0,False,False,False,587,,quadruped,['sawsbuck'],ground,,50.0,50.0
587,emolga,150.0,4,50,103,55,75,60,75,60,emolga,emolga,True,709,electric,flying,static,motor-drive,,50,200,white,,False,5,medium,,False,20.0,False,False,False,588,,quadruped,['emolga'],ground,,50.0,50.0
588,karrablast,63.0,5,59,60,50,75,45,40,45,karrablast,karrablast,True,710,bug,,swarm,shed-skin,no-guard,50,200,blue,,False,5,medium,,False,15.0,False,False,False,589,,humanoid,['karrablast'],bug,,50.0,50.0
589,escavalier,173.0,10,330,20,70,135,105,60,105,escavalier,escavalier,True,711,bug,steel,swarm,shell-armor,overcoat,50,75,gray,karrablast,False,5,medium,,False,15.0,False,False,False,590,,arms,['escavalier'],bug,,50.0,50.0
590,foongus,59.0,2,10,15,69,55,45,55,55,foongus,foongus,True,712,grass,poison,effect-spore,regenerator,,50,190,white,,False,5,medium,,False,20.0,False,False,False,591,,arms,['foongus'],plant,,50.0,50.0
591,amoonguss,162.0,6,105,30,114,85,70,85,80,amoonguss,amoonguss,True,713,grass,poison,effect-spore,regenerator,,50,75,white,foongus,False,5,medium,,False,20.0,False,False,False,592,,arms,['amoonguss'],plant,,50.0,50.0
592,frillish,67.0,12,330,40,55,40,50,65,85,frillish,frillish,True,714,water,ghost,water-absorb,cursed-body,damp,50,190,white,,False,5,medium,,True,20.0,False,False,False,593,,tentacles,['frillish'],indeterminate,,50.0,50.0
593,jellicent,168.0,22,1350,60,100,60,70,85,105,jellicent,jellicent,True,715,water,ghost,water-absorb,cursed-body,damp,50,60,white,frillish,False,5,medium,,True,20.0,False,False,False,594,,tentacles,['jellicent'],indeterminate,,50.0,50.0
594,alomomola,165.0,12,316,65,165,75,80,40,45,alomomola,alomomola,True,716,water,,healer,hydration,regenerator,70,75,pink,,False,5,fast,,False,40.0,False,False,False,595,,fish,['alomomola'],water1,water2,50.0,50.0
595,joltik,64.0,1,6,65,50,47,50,57,50,joltik,joltik,True,717,bug,electric,compound-eyes,unnerve,swarm,50,190,yellow,,False,5,medium,,False,20.0,False,False,False,596,,armor,['joltik'],bug,,50.0,50.0
596,galvantula,165.0,8,143,108,70,77,60,97,60,galvantula,galvantula,True,718,bug,electric,compound-eyes,unnerve,swarm,50,75,yellow,joltik,False,5,medium,,False,20.0,False,False,False,597,,armor,['galvantula'],bug,,50.0,50.0
597,ferroseed,61.0,6,188,10,44,50,91,24,86,ferroseed,ferroseed,True,719,grass,steel,iron-barbs,,,50,255,gray,,False,5,medium,,False,20.0,False,False,False,598,,ball,['ferroseed'],plant,mineral,50.0,50.0
